Scer1	Scer2	Cgla1	Cgla2	Klac	Calb	n.NAs
YOR367W	NA	CAGL0J07172g	NA	KLLA0D06303g	orf19.17	2
YOR368W	NA	CAGL0J07216g	NA	KLLA0F00330g	orf19.366	2
YOR369C	NA	CAGL0J07238g	NA	KLLA0F00352g	orf19.6785	2
YOR370C	NA	CAGL0J07260g	NA	KLLA0D06237g	orf19.6783	2
YOR372C	NA	CAGL0G03729g	NA	KLLA0F00396g	NA	3
YOR373W	NA	CAGL0D06644g	CAGL0D00264g	KLLA0F00418g	orf19.6789	1
YOR374W	NA	CAGL0D06688g	NA	KLLA0F00440g	NA	3
YGR177C	NA	CAGL0D05918g	NA	KLLA0F15202g	orf19.276	2
YOR378W	NA	CAGL0L02519g	NA	KLLA0B00352g	orf19.2350	2
YBR298C	NA	NA	NA	NA	orf19.3981	4
YOR380W	NA	NA	NA	NA	NA	5
YOR382W	NA	NA	NA	NA	NA	5
YOR383C	NA	NA	NA	NA	NA	5
YOR384W	NA	NA	NA	NA	NA	5
YOR386W	NA	NA	NA	KLLA0D00462g	NA	4
YOR388C	NA	NA	NA	NA	orf19.638	4
YOR389W	NA	NA	NA	NA	NA	5
YPL279C	NA	CAGL0D04422g	NA	KLLA0B07040g	NA	3
YBR299W	NA	NA	NA	NA	NA	5
YOR391C	NA	NA	NA	NA	NA	5
YOR393W	NA	NA	NA	NA	NA	5
YOR394W	NA	NA	NA	NA	NA	5
YOR396W	NA	NA	NA	NA	NA	5
YPL283C	NA	NA	NA	NA	NA	5
YPL282C	NA	NA	NA	NA	NA	5
YPL281C	NA	NA	NA	NA	NA	5
YPL280W	NA	NA	NA	NA	NA	5
YPL278C	NA	NA	NA	NA	NA	5
YPL277C	NA	NA	NA	NA	NA	5
YBR301W	NA	NA	NA	NA	NA	5
YPL276W	NA	NA	NA	NA	NA	5
YPL275W	NA	NA	NA	NA	NA	5
YPL273W	NA	NA	NA	KLLA0D01551g	orf19.386	3
YPL272C	NA	CAGL0A01089g	NA	NA	NA	4
YPL271W	NA	CAGL0A01111g	NA	Klac_YGOB_Anc_6.6	NA	3
YPL270W	NA	CAGL0A01133g	NA	KLLA0D00748g	NA	3
YPL269W	NA	CAGL0A01155g	NA	KLLA0D00726g	orf19.5011	2
YPL268W	NA	CAGL0A01177g	NA	KLLA0D00638g	orf19.5506	2
YPL267W	NA	CAGL0A01193g	NA	KLLA0D00616g	NA	3
YPL266W	NA	CAGL0L07678g	NA	KLLA0D00594g	orf19.5010	2
YBR302C	NA	NA	NA	NA	NA	5
YPL265W	NA	CAGL0A01199g	NA	KLLA0E16281g	orf19.2942	2
YPL263C	NA	CAGL0A01067g	NA	KLLA0D00836g	orf19.5009	2
YPL262W	NA	CAGL0A01045g	NA	KLLA0D00902g	orf19.543	2
YPL260W	NA	CAGL0H09108g	NA	KLLA0D14355g	orf19.4850	2
YPL259C	NA	CAGL0K00539g	NA	KLLA0D14311g	orf19.4036	2
YPL257W	NA	NA	NA	NA	NA	5
YPL255W	NA	CAGL0H00594g	NA	KLLA0F06534g	NA	3
YPL254W	NA	CAGL0H00616g	NA	KLLA0B10351g	orf19.307	2
YPL252C	NA	CAGL0H00660g	NA	KLLA0B10307g	orf19.336	2
YCL073C	NA	NA	NA	NA	NA	5
YPL248C	NA	NA	NA	KLLA0D12672g	orf19.5338	3
YPL247C	NA	CAGL0H00781g	NA	KLLA0D12760g	orf19.384	2
YPL246C	NA	CAGL0H00803g	NA	KLLA0D12804g	orf19.6526	2
YPL245W	NA	CAGL0H00825g	NA	KLLA0D12826g	NA	3
YPL244C	NA	CAGL0H00847g	NA	KLLA0D12848g	orf19.6803	2
YPL243W	NA	CAGL0H00869g	NA	KLLA0D12870g	orf19.6804	2
YPL242C	NA	CAGL0H00891g	NA	KLLA0D12914g	orf19.6536	2
YPL241C	NA	CAGL0H00913g	NA	KLLA0D12936g	NA	3
YPL239W	NA	CAGL0H00935g	NA	KLLA0D08910g	orf19.7160	2
YAL019W	NA	CAGL0H06193g	NA	KLLA0F07513g	orf19.6291	2
YPL237W	NA	CAGL0H00957g	NA	KLLA0D08932g	orf19.7161	2
YPL236C	NA	CAGL0H00979g	NA	NA	orf19.7164	3
YPL235W	NA	CAGL0H01001g	NA	KLLA0C15895g	orf19.6539	2
YPL234C	NA	CAGL0E06204g	NA	KLLA0C15917g	orf19.6538	2
YPL233W	NA	CAGL0E06182g	NA	KLLA0C15939g	orf19.6537	2
YPL231W	NA	CAGL0E06138g	NA	KLLA0C15983g	orf19.5949	2
YPL227C	NA	CAGL0E06028g	NA	KLLA0C16071g	orf19.2837	2
YPL226W	NA	CAGL0D03674g	NA	KLLA0C16115g	orf19.7332	2
YPL225W	NA	CAGL0H08800g	NA	KLLA0C16159g	orf19.7322	2
YCL068C	NA	NA	NA	NA	NA	5
YPL222W	NA	CAGL0E05962g	NA	KLLA0B01848g	orf19.2346	2
YPL218W	NA	CAGL0E05896g	NA	KLLA0B02046g	orf19.3462	2
YPL217C	NA	CAGL0E05874g	NA	KLLA0B02068g	orf19.2504	2
YPL215W	NA	CAGL0E05830g	NA	KLLA0B02112g	orf19.5515	2
YPL214C	NA	CAGL0E05808g	NA	KLLA0B02134g	orf19.277	2
YPL213W	NA	CAGL0E05786g	NA	KLLA0B02156g	orf19.1260	2
YPL211W	NA	CAGL0M05775g	NA	KLLA0B02266g	orf19.3478	2
YPL210C	NA	CAGL0E05742g	NA	KLLA0B02288g	orf19.5516	2
YPL209C	NA	CAGL0E05720g	NA	KLLA0B02332g	orf19.3474	2
YPL208W	NA	CAGL0E05698g	NA	KLLA0B02354g	orf19.7326	2
YCL067C	NA	CAGL0B00264g	NA	KLLA0C00374g	NA	3
YPL207W	NA	CAGL0E05676g	NA	KLLA0B02376g	orf19.3470	2
YPL206C	NA	CAGL0E05654g	NA	KLLA0B02464g	orf19.3483	2
YPL204W	NA	CAGL0H03553g	NA	KLLA0D03168g	orf19.3476	2
YPL203W	NA	CAGL0G09020g	NA	KLLA0D03190g	orf19.2277	2
YPL201C	NA	CAGL0G09064g	NA	KLLA0D03278g	NA	3
YPL199C	NA	NA	CAGL0G09108g	KLLA0D03388g	orf19.2246	2
YPL196W	NA	CAGL0G09152g	NA	KLLA0E19449g	orf19.243	2
YCL066W	NA	CAGL0B00242g	NA	KLLA0C00352g	NA	3
YPL195W	NA	CAGL0G09174g	NA	KLLA0E19405g	orf19.248	2
YPL194W	NA	CAGL0G09196g	NA	KLLA0E19383g	orf19.245	2
YPL193W	NA	CAGL0G09218g	NA	KLLA0E19339g	orf19.259	2
YPL192C	NA	CAGL0G09229g	NA	KLLA0E19317g	NA	3
YPL190C	NA	CAGL0H03267g	NA	KLLA0E19229g	orf19.5530	2
YPL188W	NA	CAGL0G02893g	NA	KLLA0E19097g	orf19.6800	2
YPL186C	NA	CAGL0G02849g	NA	KLLA0E19053g	NA	3
YPL184C	NA	CAGL0C01419g	NA	KLLA0E19031g	orf19.5541	2
YPL183W-A	NA	CAGL0C01435g	NA	KLLA0E18921g	orf19.760	2
YPL183C	NA	CAGL0C01441g	NA	KLLA0E18899g	orf19.2143	2
YPL181W	NA	CAGL0C01485g	NA	KLLA0E18811g	orf19.5617	2
YPL180W	NA	CAGL0C01463g	NA	KLLA0E18855g	orf19.761	2
YPL179W	NA	CAGL0C01507g	NA	Klac_YGOB_Anc_6.172	orf19.5758	2
YPL178W	NA	CAGL0C01529g	NA	KLLA0B10472g	orf19.763	2
YPL175W	NA	CAGL0F03597g	NA	KLLA0C09713g	orf19.487	2
YPL174C	NA	CAGL0F03619g	NA	KLLA0C09691g	orf19.486	2
YPL173W	NA	CAGL0F03663g	NA	KLLA0C09647g	orf19.484	2
YPL172C	NA	CAGL0F03685g	NA	KLLA0C09548g	orf19.3167	2
YPL171C	NA	NA	NA	NA	NA	5
YPL170W	NA	CAGL0F03553g	NA	KLLA0C09757g	orf19.489	2
YCL064C	NA	CAGL0B00286g	NA	KLLA0C00440g	orf19.7404	2
YPL169C	NA	CAGL0F03531g	NA	KLLA0C09801g	orf19.488	2
YPL168W	NA	CAGL0G07447g	NA	KLLA0C09867g	NA	3
YPL167C	NA	CAGL0M02035g	NA	KLLA0C09911g	orf19.7389	2
YPL166W	NA	CAGL0M02013g	NA	KLLA0C09933g	NA	3
YPL165C	NA	CAGL0M02002g	NA	KLLA0C09944g	orf19.3665	2
YPL164C	NA	CAGL0M01980g	NA	KLLA0C10032g	orf19.7257	2
YPL162C	NA	CAGL0M02057g	NA	KLLA0C10076g	orf19.2006	2
YPL161C	NA	CAGL0M02079g	NA	KLLA0C10098g	NA	3
YPL160W	NA	CAGL0J03652g	NA	KLLA0D06105g	orf19.2560	2
YCL063W	NA	CAGL0B00308g	NA	KLLA0C00462g	NA	3
YPL159C	NA	CAGL0M02101g	NA	KLLA0D06061g	NA	3
YPL158C	NA	CAGL0M02123g	NA	KLLA0D06017g	NA	3
YPL157W	NA	CAGL0M02145g	NA	KLLA0D05995g	orf19.1900	2
YPL156C	NA	CAGL0M02167g	NA	KLLA0D05973g	NA	3
YPL155C	NA	CAGL0M02189g	NA	KLLA0D05951g	orf19.1747	2
YPL154C	NA	CAGL0M02211g	NA	KLLA0D05929g	orf19.1891	2
YPL153C	NA	CAGL0M02233g	NA	KLLA0F11143g	orf19.6936	2
YPL152W	NA	CAGL0M02255g	NA	KLLA0F11187g	orf19.6933	2
YPL151C	NA	CAGL0M02277g	NA	KLLA0F11231g	orf19.5413	2
YPL150W	NA	CAGL0M02299g	NA	KLLA0F11319g	orf19.4518	2
YCL061C	NA	CAGL0B00330g	NA	KLLA0C00484g	orf19.658	2
YPL149W	NA	CAGL0M02343g	NA	KLLA0F11363g	orf19.3677	2
YPL148C	NA	CAGL0M02365g	NA	KLLA0F11418g	orf19.4812	2
YPL147W	NA	CAGL0M02387g	NA	KLLA0F11484g	orf19.7500	2
YPL146C	NA	CAGL0M02409g	NA	KLLA0F11506g	orf19.6886	2
YPL144W	NA	CAGL0M02453g	NA	KLLA0D07436g	NA	3
YPL138C	NA	CAGL0M02585g	NA	KLLA0D07260g	orf19.3018	2
YPL132W	NA	CAGL0M02673g	NA	KLLA0D07007g	orf19.1416	2
YPL131W	NA	CAGL0M02695g	NA	KLLA0D06941g	orf19.6541	2
YCL059C	NA	CAGL0B00352g	NA	KLLA0C00506g	orf19.661	2
YPL130W	YOR214C	CAGL0M02717g	NA	NA	NA	3
YPL128C	NA	CAGL0M02761g	NA	KLLA0D06765g	orf19.801	2
YPL127C	NA	CAGL0M02783g	NA	NA	orf19.5137.1	3
YPL126W	NA	CAGL0M02805g	NA	KLLA0D06677g	orf19.2688	2
YPL125W	NA	CAGL0J06776g	NA	KLLA0D06633g	orf19.7177	2
YPL124W	NA	CAGL0J06798g	NA	KLLA0D06589g	NA	3
YPL123C	NA	CAGL0J06820g	NA	KLLA0D06567g	orf19.3926	2
YPL122C	NA	CAGL0J06842g	NA	KLLA0F01056g	orf19.5846	2
YPL121C	NA	CAGL0J06864g	NA	KLLA0F01100g	orf19.5844	2
YPL120W	NA	CAGL0J06886g	NA	KLLA0F01166g	orf19.2733	2
YPL118W	NA	CAGL0J06930g	NA	KLLA0F00990g	orf19.185	2
YPL117C	NA	CAGL0J06952g	NA	KLLA0F00924g	orf19.2775	2
YPL116W	NA	CAGL0J06974g	NA	KLLA0F00858g	orf19.2772	2
YPL115C	NA	CAGL0J06996g	NA	KLLA0F00814g	orf19.2771	2
YPL112C	YOR193W	CAGL0I10879g	NA	KLLA0F00726g	orf19.5575	1
YPL111W	NA	CAGL0J07062g	NA	KLLA0F00704g	orf19.3934	2
YPL110C	NA	CAGL0J07040g	NA	KLLA0F00660g	orf19.3936	2
YPL109C	NA	CAGL0J07018g	NA	KLLA0E24795g	orf19.4575	2
YPL108W	NA	CAGL0H05973g	NA	KLLA0E24685g	NA	3
YPL107W	NA	CAGL0H05951g	NA	KLLA0E24619g	orf19.4600	2
YOL048C	NA	CAGL0F00869g	NA	KLLA0F07601g	orf19.6405	2
YCL057C-A	NA	CAGL0B00396g	NA	KLLA0C00550g	orf19.3782.2	2
YPL104W	NA	CAGL0H05907g	NA	KLLA0E24465g	orf19.4478	2
YPL103C	NA	CAGL0H05885g	NA	KLLA0E24377g	orf19.6061	2
YPL101W	NA	CAGL0H05863g	NA	KLLA0E24355g	orf19.3759	2
YPL100W	NA	CAGL0H05841g	NA	KLLA0E24333g	orf19.3030	2
YPL099C	NA	CAGL0H05819g	NA	KLLA0E24311g	NA	3
YPL098C	NA	CAGL0H05797g	NA	KLLA0E24289g	orf19.6062	2
YPL097W	NA	CAGL0H05775g	NA	KLLA0E24267g	orf19.109	2
YPL096W	NA	CAGL0H05753g	NA	KLLA0E24223g	orf19.26	2
YPL094C	NA	CAGL0H05731g	NA	KLLA0E24157g	orf19.3031	2
YPL093W	NA	CAGL0H05709g	NA	KLLA0E24135g	orf19.7384	2
YKL134C	NA	NA	CAGL0D02112g	KLLA0B12397g	orf19.1195	2
YPL092W	NA	CAGL0H05687g	NA	KLLA0E24091g	orf19.7313	2
YPL091W	NA	CAGL0H05665g	NA	KLLA0E24069g	orf19.4147	2
YPL088W	NA	NA	NA	NA	orf19.771	4
YPL086C	NA	CAGL0M06369g	NA	KLLA0E23937g	orf19.7387	2
YPL085W	NA	CAGL0H05577g	NA	KLLA0E23915g	orf19.4346	2
YPL084W	NA	CAGL0M06413g	NA	KLLA0E23871g	orf19.1670	2
YPL083C	NA	CAGL0H05555g	NA	KLLA0E23849g	orf19.7361	2
YPL082C	NA	CAGL0H05533g	NA	KLLA0E23717g	orf19.4502	2
YPL078C	NA	CAGL0H05489g	NA	KLLA0E23563g	orf19.3579	2
YPL076W	NA	CAGL0H05401g	NA	KLLA0E23475g	orf19.538	2
YPL075W	NA	CAGL0H05379g	NA	KLLA0E23431g	NA	3
YPL074W	NA	CAGL0H05357g	NA	KLLA0E23409g	NA	3
YPL072W	NA	CAGL0H05335g	NA	KLLA0E23387g	orf19.3661	2
YPL071C	NA	CAGL0H05313g	NA	KLLA0E23343g	NA	3
YPL070W	NA	CAGL0H05291g	NA	KLLA0E23321g	NA	3
YPL069C	NA	CAGL0H05269g	NA	KLLA0E23299g	orf19.6674	2
YPL067C	NA	CAGL0H05225g	NA	KLLA0E23233g	orf19.1066	2
YPL066W	NA	CAGL0H05203g	NA	KLLA0E23145g	orf19.210	2
YPL065W	NA	CAGL0H05181g	NA	KLLA0E23123g	orf19.212	2
YCL055W	NA	CAGL0B00462g	NA	KLLA0C00693g	orf19.3736	2
YPL064C	NA	NA	NA	NA	orf19.1735	4
YPL063W	NA	CAGL0H05159g	NA	KLLA0E23101g	orf19.680	2
YPL061W	NA	CAGL0H05137g	NA	KLLA0E23057g	NA	3
YPL060W	NA	CAGL0M07249g	NA	KLLA0F28017g	orf19.3455	2
YPL059W	NA	CAGL0M07271g	NA	KLLA0B09636g	orf19.2782	2
YPL058C	NA	CAGL0M07293g	NA	KLLA0B09702g	NA	3
YPL055C	NA	CAGL0M07337g	NA	KLLA0B09834g	NA	3
YPL054W	NA	CAGL0M07359g	NA	KLLA0B09878g	orf19.7385	2
YPL052W	NA	NA	Cgla_YGOB_OAZ1	Klac_YGOB_OAZ1	NA	3
YPL051W	NA	CAGL0L12826g	NA	KLLA0E12805g	orf19.2297	2
YCL054W	NA	CAGL0B00484g	NA	KLLA0C00737g	orf19.76	2
YPL050C	NA	CAGL0L12804g	NA	KLLA0E12849g	orf19.7383	2
YPL047W	NA	CAGL0L12738g	NA	KLLA0D11682g	orf19.7360	2
YPL046C	NA	CAGL0L12716g	NA	KLLA0D11726g	orf19.6849	2
YPL045W	NA	CAGL0L12694g	NA	KLLA0D11748g	orf19.6848	2
YPL043W	NA	CAGL0L12672g	NA	KLLA0D11792g	orf19.5198	2
YPL042C	NA	CAGL0L12650g	NA	KLLA0D11814g	orf19.794	2
YPL041C	NA	CAGL0L12628g	NA	KLLA0D11836g	orf19.1592	2
YPL040C	NA	CAGL0L12606g	NA	KLLA0D11858g	orf19.2382	2
YPL039W	NA	CAGL0L12584g	NA	KLLA0D11880g	NA	3
YCL052C	NA	CAGL0B00506g	NA	KLLA0C00759g	orf19.3447	2
YPL034W	NA	CAGL0L06996g	NA	KLLA0F07359g	orf19.5646	2
YPL033C	NA	CAGL0L07018g	NA	KLLA0F07271g	NA	3
YPL031C	NA	CAGL0L12474g	NA	KLLA0D11990g	orf19.6846	2
YPL030W	NA	CAGL0L12408g	NA	KLLA0D12012g	orf19.6847	2
YPL029W	NA	CAGL0L12386g	NA	KLLA0D12034g	orf19.4519	2
YPL028W	NA	CAGL0L12364g	NA	KLLA0D12056g	orf19.1591	2
YPL027W	NA	NA	NA	NA	NA	5
YPL024W	NA	CAGL0J09482g	NA	KLLA0D12166g	orf19.5320	2
YPL023C	NA	CAGL0J09504g	NA	KLLA0D12188g	orf19.5321	2
YPL022W	NA	CAGL0J09526g	NA	KLLA0D12210g	orf19.5318	2
YCL051W	YDR528W	CAGL0B00528g	NA	KLLA0C00803g	NA	2
YPL021W	NA	NA	NA	NA	NA	5
YPL020C	NA	CAGL0L08646g	NA	KLLA0F11000g	orf19.4353	2
YPL018W	NA	CAGL0F02035g	NA	KLLA0D07612g	NA	3
YPL016W	NA	CAGL0J09548g	NA	KLLA0D12232g	orf19.5657	2
YPL015C	NA	CAGL0L08668g	NA	KLLA0F11033g	orf19.2580	2
YPL014W	NA	CAGL0L08712g	NA	KLLA0F27225g	orf19.4390	2
YPL013C	NA	CAGL0L08734g	NA	KLLA0F27247g	orf19.7012	2
YPL012W	NA	CAGL0L08756g	NA	KLLA0F27269g	orf19.7011	2
YPL011C	NA	CAGL0L08778g	NA	KLLA0F27291g	orf19.4388	2
YPL010W	NA	CAGL0L08800g	NA	KLLA0F27313g	orf19.4382	2
YCL050C	YDR530C	CAGL0B00550g	NA	KLLA0C00847g	NA	2
YPL009C	NA	CAGL0L08822g	NA	KLLA0F27335g	orf19.2582	2
YPL008W	NA	CAGL0L08844g	NA	KLLA0F27181g	orf19.2000	2
YPL007C	NA	CAGL0L08866g	NA	KLLA0F27159g	NA	3
YPL006W	NA	CAGL0L08888g	NA	KLLA0F27137g	orf19.7242	2
YPL005W	NA	CAGL0L08910g	NA	KLLA0F27115g	orf19.7254	2
YPL004C	NA	CAGL0L08932g	NA	KLLA0E14411g	orf19.778	2
YPL003W	NA	CAGL0L08954g	NA	KLLA0E14389g	orf19.4153	2
YPL002C	NA	CAGL0L09020g	NA	KLLA0E14323g	orf19.6296	2
YPL001W	NA	CAGL0L09042g	NA	KLLA0E14301g	orf19.779	2
YPR001W	NA	CAGL0L09086g	NA	KLLA0E14235g	NA	3
YPR002W	NA	CAGL0L09108g	NA	KLLA0E14213g	NA	3
YPR003C	NA	CAGL0L09207g	NA	KLLA0E14059g	orf19.2149	2
YPR004C	NA	CAGL0L09229g	NA	KLLA0E14037g	orf19.2150	2
YPR005C	NA	CAGL0L09251g	NA	KLLA0E13949g	NA	3
YPR006C	NA	CAGL0L09273g	NA	KLLA0E13905g	NA	3
YPR007C	NA	CAGL0L09295g	NA	KLLA0A02981g	orf19.776	2
YPR010C	NA	CAGL0J01848g	NA	KLLA0B06303g	orf19.7062	2
YPR011C	NA	CAGL0J01661g	NA	Klac_YGOB_Anc_8.115	orf19.804	2
YPR015C	NA	CAGL0J01595g	NA	NA	NA	4
YCL048W	YDR522C	CAGL0H01661g	CAGL0B00616g	KLLA0C01001g	orf19.4955	0
YPR016C	NA	CAGL0K02497g	NA	KLLA0D02046g	orf19.1815	2
YPR017C	NA	CAGL0K02475g	NA	NA	orf19.6118	3
YPR018W	NA	CAGL0K02453g	NA	KLLA0D02090g	orf19.2739	2
YPR019W	NA	CAGL0K02431g	NA	KLLA0C17512g	orf19.3761	2
YPR020W	NA	CAGL0K02409g	NA	KLLA0C17446g	orf19.3757	2
YPR021C	NA	CAGL0K02365g	NA	KLLA0E13443g	orf19.4966	2
YPR022C	NA	CAGL0K02343g	NA	KLLA0E13465g	orf19.7397	2
YPR023C	NA	CAGL0K02321g	NA	KLLA0E13509g	orf19.2660	2
YPR024W	NA	CAGL0K05093g	NA	KLLA0E06711g	orf19.1252	2
YAL064C-A	NA	NA	NA	NA	NA	5
YAL017W	YOL045W	CAGL0F00913g	CAGL0H06259g	KLLA0F07623g	orf19.7451	0
YCL047C	NA	CAGL0B00638g	NA	NA	orf19.4953	3
YPR025C	NA	CAGL0K05115g	NA	KLLA0E06689g	orf19.4542	2
YPR026W	NA	CAGL0K05137g	NA	KLLA0E06645g	orf19.6214	2
YPR027C	NA	NA	NA	NA	NA	5
YPR028W	NA	CAGL0K05203g	NA	KLLA0E06601g	orf19.2168.3	2
YPR029C	NA	CAGL0K05225g	NA	KLLA0E06579g	orf19.2844	2
YPR031W	NA	CAGL0K05269g	NA	KLLA0E06491g	orf19.5910	2
YPR033C	NA	CAGL0K05313g	NA	KLLA0E06381g	orf19.4051	2
YPR034W	NA	CAGL0K05335g	NA	KLLA0E06315g	orf19.3027	2
YPR035W	NA	CAGL0K05357g	NA	KLLA0E06293g	orf19.646	2
YPR036W	NA	CAGL0K05379g	NA	KLLA0E06271g	orf19.645.1	2
YCL045C	NA	CAGL0B00660g	NA	KLLA0C01067g	orf19.4131	2
YPR037C	NA	CAGL0K05401g	NA	KLLA0E06161g	orf19.6552	2
YPR040W	NA	CAGL0K05423g	NA	KLLA0E06139g	orf19.3937	2
YPR041W	NA	CAGL0D03718g	NA	KLLA0E06095g	orf19.4261	2
YPR045C	NA	CAGL0H08690g	NA	KLLA0E09989g	orf19.6271	2
YPR046W	NA	CAGL0H08624g	NA	KLLA0E05523g	NA	3
YPR047W	NA	CAGL0H08602g	NA	KLLA0B12177g	orf19.2039	2
YPR048W	NA	CAGL0H08580g	NA	KLLA0B12155g	orf19.2040	2
YPR049C	NA	CAGL0H08558g	NA	KLLA0B12133g	orf19.4614	2
YPR051W	NA	CAGL0H08547g	NA	KLLA0B12100g	orf19.4617	2
YCL044C	NA	CAGL0B00682g	NA	KLLA0C01089g	orf19.874	2
YPR054W	NA	CAGL0D01694g	NA	KLLA0B11946g	orf19.7208	2
YPR055W	NA	CAGL0D01672g	NA	KLLA0E11419g	orf19.3647	2
YPR056W	NA	CAGL0D01650g	NA	KLLA0B08569g	orf19.4194	2
YPR057W	NA	CAGL0D01628g	NA	KLLA0B08525g	NA	3
YPR060C	NA	CAGL0K12232g	NA	KLLA0B08481g	orf19.1170	2
YPR061C	NA	CAGL0D01584g	NA	KLLA0B08459g	orf19.1169	2
YPR062W	NA	CAGL0D01562g	NA	KLLA0B08437g	orf19.4195.1	2
YPR063C	NA	CAGL0D01540g	NA	KLLA0B08415g	orf19.131.2	2
YPR065W	NA	NA	NA	NA	orf19.2823	4
YCL043C	YDR518W	CAGL0B00704g	CAGL0H01727g	KLLA0C01111g	orf19.5130	0
YPR066W	NA	CAGL0D01518g	NA	KLLA0B09526g	orf19.4209	2
YPR067W	NA	CAGL0D01496g	NA	KLLA0B09504g	orf19.6811	2
YPR068C	NA	CAGL0D01430g	NA	KLLA0B09394g	orf19.4411	2
YPR069C	NA	CAGL0D01408g	NA	KLLA0B09372g	orf19.2250	2
YPR070W	NA	CAGL0D01386g	NA	KLLA0B09350g	NA	3
YPR071W	NA	NA	NA	NA	NA	5
YPR072W	NA	CAGL0D01342g	NA	KLLA0B09196g	orf19.5107	2
YPR073C	NA	CAGL0D01320g	NA	KLLA0B09174g	orf19.5104	2
YPR075C	NA	CAGL0D01276g	NA	KLLA0B09130g	orf19.5110	2
YCL040W	YDR516C	CAGL0B00726g	CAGL0F00605g	KLLA0C01155g	orf19.734	0
YPR078C	NA	NA	NA	NA	NA	5
YPR079W	NA	CAGL0D01232g	NA	KLLA0B09020g	orf19.758	2
YPR082C	NA	CAGL0K07854g	NA	KLLA0B08910g	orf19.1975	2
YPR083W	NA	CAGL0K07876g	NA	KLLA0D09174g	orf19.6639	2
YPR084W	NA	CAGL0K07898g	NA	KLLA0D09108g	orf19.6636	2
YPR085C	NA	CAGL0K07920g	NA	KLLA0D09086g	orf19.5596	2
YPR086W	NA	CAGL0K07964g	NA	KLLA0D13640g	orf19.3059	2
YPR088C	NA	CAGL0K07986g	NA	KLLA0D09020g	orf19.3243	2
YPR089W	NA	CAGL0K08008g	NA	KLLA0C15851g	orf19.757	2
YPR091C	NA	CAGL0K08030g	NA	KLLA0C15763g	orf19.1285	2
YCL039W	NA	CAGL0B00748g	NA	KLLA0C01177g	orf19.5131	2
YPR093C	NA	CAGL0K08052g	NA	KLLA0C15697g	orf19.2229	2
YPR094W	NA	CAGL0K08074g	NA	KLLA0C15675g	orf19.2230	2
YPR095C	NA	CAGL0K08096g	NA	KLLA0C15653g	NA	3
YPR097W	NA	CAGL0K08118g	NA	KLLA0C15543g	orf19.5621	2
YPR098C	NA	CAGL0G01892g	NA	KLLA0C15609g	orf19.4947	2
YPR100W	NA	CAGL0G01881g	NA	KLLA0F08349g	orf19.5279	2
YPR101W	NA	CAGL0G01848g	NA	KLLA0F08283g	NA	3
YPR103W	NA	CAGL0G01804g	NA	KLLA0F08228g	orf19.2233	2
YPR104C	NA	CAGL0G01782g	NA	KLLA0F08206g	orf19.2236	2
YCL038C	NA	CAGL0B00770g	NA	KLLA0C01188g	orf19.552	2
YPR105C	NA	CAGL0G01760g	NA	KLLA0F08184g	orf19.6880	2
YPR106W	NA	CAGL0G01716g	NA	NA	NA	4
YPR107C	NA	CAGL0G01694g	NA	KLLA0F08129g	orf19.6881	2
YPR108W	NA	CAGL0G01672g	NA	KLLA0D14663g	orf19.7286	2
YPR109W	NA	CAGL0B04103g	NA	KLLA0D14828g	NA	3
YPR110C	NA	CAGL0B04125g	NA	KLLA0D14861g	orf19.3564	2
YPR112C	NA	CAGL0B04169g	NA	KLLA0D14949g	orf19.1646	2
YPR113W	NA	CAGL0G03157g	NA	KLLA0D15037g	orf19.6860	2
YPR114W	NA	CAGL0B04191g	NA	KLLA0D15059g	NA	3
YPR116W	NA	CAGL0D04488g	NA	KLLA0D15125g	NA	3
YCL037C	YDR515W	CAGL0B00792g	CAGL0F00627g	KLLA0C01210g	NA	1
YPR117W	NA	CAGL0D04510g	NA	KLLA0D15180g	orf19.1240	2
YPR118W	NA	CAGL0D04576g	NA	KLLA0D15455g	orf19.2008	2
YPR121W	NA	NA	NA	NA	NA	5
YPR122W	NA	CAGL0D04686g	NA	KLLA0D15631g	orf19.7342	2
YPR124W	NA	CAGL0D04708g	NA	KLLA0B11407g	orf19.3646	2
YPR125W	NA	CAGL0D04730g	NA	KLLA0B11341g	orf19.3321	2
YPR127W	NA	CAGL0D04752g	NA	KLLA0B09658g	orf19.7306	2
YPR128C	NA	CAGL0D04774g	NA	KLLA0B11319g	orf19.6254	2
YCL036W	YDR514C	CAGL0K05819g	NA	KLLA0C01254g	orf19.7103	1
YPR129W	NA	CAGL0L04796g	NA	KLLA0B11297g	orf19.6250	2
YPR131C	NA	CAGL0D04796g	NA	KLLA0B11275g	orf19.6246	2
YPR133C	NA	CAGL0D04818g	NA	KLLA0B11209g	orf19.6252	2
YPR133W-A	NA	CAGL0D04834g	NA	KLLA0B11187g	NA	3
YPR134W	NA	CAGL0D04840g	NA	KLLA0B11165g	NA	3
YPR135W	NA	CAGL0D04862g	NA	KLLA0B11099g	orf19.6247	2
YPR137W	NA	CAGL0D04884g	NA	KLLA0B11077g	orf19.2830	2
YPR139C	NA	CAGL0D04950g	NA	KLLA0B11000g	orf19.1043	2
YPR140W	NA	CAGL0D04972g	NA	KLLA0B10978g	orf19.4096	2
YCL035C	YDR513W	CAGL0K05813g	NA	KLLA0C01298g	NA	2
